C0001,bản ghi,bản ghi /ɓaːn˧˩ zi˧˧/,記録,名詞,後から参照できるように残された記録。本文では、仕組みの正しさや同一性を説明する証拠の連鎖を指す。,Bản ghi nào xác nhận rằng cơ chế ấy đến giờ vẫn là một?,どの記録が、その仕組みが今も同じだと確認しますか。,bản + ghi,なし,bản｜ghi,bản「版・記録物」+ ghi「記す」→ bản ghi「記録」,Bản ghi nào＝どの記録が｜xác nhận＝確認する｜rằng＝〜ということを｜cơ chế ấy＝その仕組みは｜đến giờ vẫn là một＝今に至るまで同じ一つである,nàoは名詞の後ろに置かれて「どの」を作ります。xác nhậnは「確認する」、rằngは確認内容を導きます。cơ chế ấyは「その仕組み」で、ấyが名詞の後ろから指し示します。đến giờは「今に至るまで」、vẫnは「依然として」、là mộtは「一つである」です。,日本語の「記録」に近い。ghi単独は「記す」、bản ghiは残された記録物を表す。,bảnは低く落として上げる声調、ghiは平らな声調。二語を一つに潰さず聞く。,section12_vi_draft01.md,memoriopolis::vi::core10
C0002,ký ức,ký ức /ki˧˥ ɨk̚˦˥/,記憶,名詞,心の内側に保持される記憶。本文では、昔の名前を思い出す内的な記憶を指す。,"Trong ký ức của tôi, cái tên ấy ngắn hơn nhiều.",私の記憶では、その名前はずっと短かった。,ký + ức,なし,ký｜ức,ký「記す・記号」+ ức「記憶に関わる要素」→ ký ức「記憶」,Trong ký ức của tôi＝私の記憶の中では｜cái tên ấy＝その名前は｜ngắn hơn nhiều＝ずっと短い,trongは「〜の中」、của tôiは「私の」です。cáiは普通名詞を導く語、tênは「名前」、ấyは「その」です。ngắnは「短い」、hơnは比較「より」、nhiềuが程度を強めます。ベトナム語では動詞の過去形を作らず、物語の文脈から日本語では「短かった」とします。,外部に残るbản ghiに対し、ký ứcは人の内側に残る記憶を表す。,kýは上昇する声調。ứcは短く閉じ、最後のcを破裂させすぎない。,section12_vi_draft01.md,memoriopolis::vi::core10
C0003,thành phố,thành phố /tʰaɲ˨˩ fo˧˥/,都市,名詞,都市・市。本文では、内側と外側で管理権限が異なる境界としても使われる。,Còn phần đi qua bên ngoài thành phố thì sao?,都市の外を通る部分はどうなりますか。,thành + phố,なし,thành｜phố,thành「城・成る」+ phố「街路・市街」→ thành phố「都市」,Còn＝では／一方｜phần＝部分｜đi qua＝通過する｜bên ngoài thành phố＝都市の外側｜thì sao＝どうですか,cònは別の話題を取り上げる「では／一方」です。phầnは「部分」、đi quaは「通過する」、bên ngoàiは「外側」、thành phốは「都市」です。thì saoが話題に対する「どうですか」を作ります。日本語では修飾部分を前へ移して「都市の外を通る部分は？」とします。,場所としての都市に加え、制度の内外を分ける境界として働く。,thànhは低く落ちる声調、phốは上がる声調。phは強い息のf音に近い。,section12_vi_draft01.md,memoriopolis::vi::core10
C0004,thông báo,thông báo /tʰoŋ˧˧ ɓaːw˧˥/,通知,名詞・動詞,名詞で「通知」、動詞句で「知らせる」。本文ではシステムから届く通知を指す。,Hai thông báo vẫn nằm cạnh nhau trên cùng một màn hình.,二つの通知は、まだ同じ画面に並んでいた。,thông + báo,なし,thông｜báo,thông「通じる」+ báo「知らせる」→ thông báo「通知・知らせる」,Hai thông báo＝二つの通知は｜vẫn nằm cạnh nhau＝今も互いに隣り合っている｜trên cùng một màn hình＝同じ一つの画面上に,haiは「二つ」、vẫnは状態の継続「まだ／今も」です。nằmは「位置している」、cạnh nhauは「互いに隣り合って」。trênは「〜の上」、cùng mộtは「同じ一つの」、màn hìnhは「画面」です。物語の文脈に合わせ「並んでいた」と訳します。,「知らせる」という動作と、「通知」という名詞の両方で使われる。,thôngは平ら、báoは上昇。語末ngと二重母音aoを明瞭に聞く。,section12_vi_draft01.md,memoriopolis::vi::core10
C0005,hồi đáp,hồi đáp /hoj˨˩ ɗaːp̚˧˥/,返信／応答,名詞・動詞,問いや通知への返信・応答。本文では届いた返信と、返信する行為の両方に関わる。,Hồi đáp đã đến. Chúng ta mở nó.,返信が来ました。それを開きます。,hồi + đáp,なし,hồi｜đáp,hồi「返す・回る」+ đáp「応じる」→ hồi đáp「応答・返信」,Hồi đáp＝返信は｜đã đến＝すでに来た｜Chúng ta＝私たちは｜mở nó＝それを開く,đãは出来事が成立したことを示し、đếnは「来る」です。chúng taは聞き手を含む「私たち」、mởは「開く」、nóは「それ」です。ベトナム語は日本語と違って目的語を動詞の後ろに置きます。,trả lờiも「答える」だが、本文の制度的な応答にはhồi đápを採用する。,hồiは低く落ち、đápは上昇して短くpで閉じる。đは英語dに近い有声音。,section12_vi_draft01.md,memoriopolis::vi::core10
C0006,đích đến,đích đến /ɗik̚˧˥ ɗen˧˥/,宛先／行き先,名詞,何かが向かう先。本文では返信が向かう先なので「返信先・宛先」と訳す。,"Bên dưới, đích đến của hồi đáp được hiển thị.",その下に、返信先が表示された。,đích + đến,なし,đích｜đến,đích「目的地・標的」+ đến「到着する」→ đích đến「到達先」,Bên dưới＝その下に｜đích đến của hồi đáp＝返信の宛先が｜được hiển thị＝表示された,bên dướiは「下側に」です。củaは所有・関係を表し、đích đến của hồi đápで「返信の行き先」となります。đượcはここで受け身を示し、hiển thịは「表示する／表示される」です。全体で「その下に、返信先が表示された」となります。,người nhậnは受取人、địa chỉは住所。本文では人や住所に限らないためđích đếnを採用する。,両語とも上昇声調。đíchはkで短く閉じ、đếnのêを日本語のエと同一視しない。,section12_vi_draft01.md,memoriopolis::vi::core10
C0007,chữ ký,chữ ký /tɕɨ˧ˀ˥ ki˧˥/,署名,名詞,署名。本文では通知の発行主体を検証する電子的な署名を含む。,Cả chữ ký lẫn đường truyền đều có thể kiểm tra được.,署名も経路も、どちらも確認できます。,chữ + ký,なし,chữ｜ký,chữ「文字」+ ký「記す・署名する」→ chữ ký「署名」,Cả chữ ký lẫn đường truyền＝署名も経路も｜đều＝どちらも｜có thể＝できる｜kiểm tra được＝確認できる,cả A lẫn Bは「AもBも」です。đềuが両方に共通することを示します。có thểは可能「〜できる」、kiểm traは「確認する」、文末のđượcも可能・達成の意味を補います。,形として残る署名と、署名する行為の両方へつながる。,chữは声門化を伴う声調。kýは上昇。ưは日本語にない中舌母音。,section12_vi_draft01.md,memoriopolis::vi::core10
C0008,xác minh,xác minh /sak̚˧˥ miɲ˧˧/,検証,動詞・名詞的表現,事実・設定・身元などが正しいかを検証する。本文では外部検証にも使う。,Chính phía chúng ta đã yêu cầu xác minh.,検証を依頼したのは、こちらです。,xác + minh,なし,xác｜minh,xác「確か」+ minh「明らか」→ xác minh「検証する」,Chính phía chúng ta＝まさに私たちの側が｜đã yêu cầu＝依頼した｜xác minh＝検証を,chínhは焦点を強める「まさに」、phía chúng taは「私たちの側」です。đãは依頼が成立したことを示し、yêu cầuは「要求する／依頼する」、xác minhが依頼内容です。日本語では焦点を保って「検証を依頼したのは、こちらです」と訳します。,制度的・技術的な「検証」に近い。kiểm traより正当性確認の含みが強い。,xácは上昇してkで閉じ、minhは平ら。xは強いsに近い。,section12_vi_draft01.md,memoriopolis::vi::core10
C0009,quyền hạn,quyền hạn /kwiən˨˩ haːn˨˩ʔ/,権限,名詞,許可された操作・判断の範囲。本文のシステム上の権限に対応する。,Việc anh có quyền hạn và việc màn hình cố đối xử với anh như người nắm quyền hạn không phải là cùng một chuyện.,あなたに権限があることと、画面があなたを権限者として扱おうとすることは、同じではありません。,quyền + hạn,なし,quyền｜hạn,quyền「権利・権限」+ hạn「限り」→ quyền hạn「権限の範囲」,Việc anh có quyền hạn＝あなたに権限があること｜và＝と｜việc màn hình cố đối xử với anh＝画面があなたを扱おうとすること｜như người nắm quyền hạn＝権限を持つ者として｜không phải là cùng một chuyện＝同じことではない,việcは後ろの節を「〜すること」と名詞化します。có quyền hạnは「権限がある」。cốは「試みる」、đối xử với anhは「あなたを扱う」、nhưは「〜として」、người nắm quyền hạnは「権限を握る人」です。không phải làが名詞判断を否定し、「同じことではない」となります。,quyềnだけでも権利・権限を表すが、quyền hạnは許可範囲という本文の意味に合う。,quyềnは低く落ちる。hạnは低く短く声門で止める。複合母音uyêを一音ずつ切らない。,section12_vi_draft01.md,memoriopolis::vi::core10
C0010,vai trò,vai trò /vaːj˧˧ tɕɔ˨˩/,役割／ロール,名詞,人物・組織・システムに割り当てられた役割。本文では鍵管理のロールを指す。,Chúng ta đã xác nhận rằng vai trò ấy tồn tại.,私たちは、その役割が存在することを確認しました。,vai + trò,なし,vai｜trò,vai「肩・役柄」+ trò「役・働き」→ vai trò「役割」,Chúng ta＝私たちは｜đã xác nhận＝確認した｜rằng＝〜ということを｜vai trò ấy＝その役割が｜tồn tại＝存在する,chúng taは聞き手を含む「私たち」です。đãは確認が成立したことを示します。xác nhậnは「確認する」、rằngが確認内容を導きます。vai trò ấyは「その役割」で、ấyが名詞の後ろに置かれます。tồn tạiは「存在する」です。,nhiệm vụは任務・仕事。システム上のroleにはvai tròを採用する。,vaiは平ら、tròは低く落ちる。trは硬めの子音で、òの声調を保つ。,section12_vi_draft01.md,memoriopolis::vi::core10
